product_name,brand,price,price_before_sale,url,image,country,currency,scraped_at,discount_amount
Apis Natural Optima,APIS,3.9,5.9,https://www.notino.co.uk/apis-natural-cosmetics/optima-toothpaste-with-dead-sea-minerals/,Your image URL,UK,GBP,2024-05-21 06:45:30,2.0000000000000004
